flight_id,asset_id,tail_number,flight_date,phase,egt_c,egt_margin_c,n1_pct,n2_pct,oil_pressure_psi,oil_temp_c,vibration_n1_ips,vibration_n2_ips,fuel_flow_pph
N12345-2026-05-27-01,ENG-001,N12345,2026-05-27,cruise,930.7,20.1,91.3,96.9,57.6,92.5,1.2,1.1,2472.1
N12345-2026-05-27-01,ENG-002,N12345,2026-05-27,cruise,899.5,53.1,91.5,96.5,60.4,89.5,0.7,1.0,2502.8
N67890-2026-05-27-01,ENG-003,N67890,2026-05-27,cruise,849.9,52.7,88.0,93.2,51.1,85.6,1.1,3.7,2616.3
N67890-2026-05-27-01,ENG-004,N67890,2026-05-27,cruise,849.1,48.2,88.2,94.9,55.9,89.0,1.3,1.4,2655.0
N12345-2026-05-28-01,ENG-001,N12345,2026-05-28,cruise,929.5,19.7,91.7,95.3,58.9,92.4,1.0,1.5,2547.5
N12345-2026-05-28-01,ENG-002,N12345,2026-05-28,cruise,893.9,53.7,91.9,96.3,61.5,87.7,0.9,1.3,2512.4
N67890-2026-05-28-01,ENG-003,N67890,2026-05-28,cruise,851.8,52.2,88.8,93.7,51.9,85.4,1.4,3.8,2621.8
N67890-2026-05-28-01,ENG-004,N67890,2026-05-28,cruise,848.5,55.4,89.2,93.4,55.0,84.9,1.2,1.1,2647.2
N12345-2026-05-29-01,ENG-001,N12345,2026-05-29,cruise,931.5,19.3,91.4,95.2,55.4,90.4,0.9,1.2,2547.6
N12345-2026-05-29-01,ENG-002,N12345,2026-05-29,cruise,899.1,57.5,91.3,95.5,60.2,91.4,0.9,1.1,2532.8
N67890-2026-05-29-01,ENG-003,N67890,2026-05-29,cruise,851.2,52.2,89.6,94.1,52.9,85.0,1.4,3.8,2688.2
N67890-2026-05-29-01,ENG-004,N67890,2026-05-29,cruise,848.2,55.5,88.7,94.4,54.4,87.8,1.3,1.1,2634.2
N12345-2026-05-30-01,ENG-001,N12345,2026-05-30,cruise,932.0,18.9,90.2,95.9,59.6,90.9,0.8,0.9,2486.1
N12345-2026-05-30-01,ENG-002,N12345,2026-05-30,cruise,898.9,57.2,91.3,95.7,56.5,89.8,1.0,0.9,2443.2
N67890-2026-05-30-01,ENG-003,N67890,2026-05-30,cruise,849.3,46.5,89.1,93.6,54.3,88.2,1.3,3.8,2643.9
N67890-2026-05-30-01,ENG-004,N67890,2026-05-30,cruise,843.1,48.4,89.6,93.1,52.7,88.8,1.1,1.3,2651.4
N12345-2026-05-31-01,ENG-001,N12345,2026-05-31,cruise,932.3,18.4,90.3,96.2,60.5,87.2,0.8,1.3,2496.5
N12345-2026-05-31-01,ENG-002,N12345,2026-05-31,cruise,891.8,55.6,90.3,95.3,56.3,87.8,1.1,1.1,2440.5
N67890-2026-05-31-01,ENG-003,N67890,2026-05-31,cruise,846.7,50.0,89.6,93.4,53.5,89.8,1.1,3.9,2687.4
N67890-2026-05-31-01,ENG-004,N67890,2026-05-31,cruise,844.5,50.6,90.0,94.2,52.8,89.0,1.2,1.5,2641.2
N12345-2026-06-01-01,ENG-001,N12345,2026-06-01,cruise,931.7,18.0,90.2,95.3,57.5,91.2,1.0,1.2,2551.1
N12345-2026-06-01-01,ENG-002,N12345,2026-06-01,cruise,898.9,56.8,91.2,96.6,56.1,88.9,0.6,0.9,2430.7
N67890-2026-06-01-01,ENG-003,N67890,2026-06-01,cruise,846.7,52.5,89.5,94.4,53.9,86.2,1.2,3.9,2652.8
N67890-2026-06-01-01,ENG-004,N67890,2026-06-01,cruise,849.6,52.9,88.1,93.4,55.0,89.7,1.1,1.5,2611.7
N12345-2026-06-02-01,ENG-001,N12345,2026-06-02,cruise,931.2,17.8,90.5,95.2,58.2,87.6,0.9,1.4,2504.8
N12345-2026-06-02-01,ENG-002,N12345,2026-06-02,cruise,898.7,55.3,90.6,95.4,60.8,90.1,1.2,1.1,2441.2
N67890-2026-06-02-01,ENG-003,N67890,2026-06-02,cruise,854.0,48.3,88.9,93.7,54.0,89.8,1.3,3.9,2595.2
N67890-2026-06-02-01,ENG-004,N67890,2026-06-02,cruise,846.9,49.4,89.6,94.0,52.7,89.4,1.1,1.4,2609.1
N12345-2026-06-03-01,ENG-001,N12345,2026-06-03,cruise,931.8,17.6,91.4,95.7,59.7,89.0,0.8,1.3,2544.4
N12345-2026-06-03-01,ENG-002,N12345,2026-06-03,cruise,896.4,53.8,91.0,96.8,56.9,91.6,0.9,1.0,2436.4
N67890-2026-06-03-01,ENG-003,N67890,2026-06-03,cruise,849.9,47.6,88.3,94.4,54.3,85.4,0.9,4.0,2692.2
N67890-2026-06-03-01,ENG-004,N67890,2026-06-03,cruise,847.6,50.7,89.8,94.2,56.7,87.8,1.1,1.1,2686.4
N12345-2026-06-04-01,ENG-001,N12345,2026-06-04,cruise,933.3,17.4,90.2,96.7,57.9,93.0,1.1,1.4,2473.5
N12345-2026-06-04-01,ENG-002,N12345,2026-06-04,cruise,894.7,52.0,90.7,96.2,61.4,89.6,0.7,1.1,2420.6
N67890-2026-06-04-01,ENG-003,N67890,2026-06-04,cruise,853.6,52.1,88.1,94.1,55.9,87.9,1.3,4.0,2688.6
N67890-2026-06-04-01,ENG-004,N67890,2026-06-04,cruise,847.9,52.5,88.0,94.5,57.7,84.8,0.9,1.4,2580.9
N12345-2026-06-05-01,ENG-001,N12345,2026-06-05,cruise,932.8,17.2,90.6,96.4,60.1,91.5,0.7,1.2,2532.6
N12345-2026-06-05-01,ENG-002,N12345,2026-06-05,cruise,892.8,56.3,90.7,95.9,59.8,91.2,0.6,1.3,2459.9
N67890-2026-06-05-01,ENG-003,N67890,2026-06-05,cruise,850.1,53.6,89.1,94.6,50.2,89.7,0.8,4.0,2695.7
N67890-2026-06-05-01,ENG-004,N67890,2026-06-05,cruise,845.2,55.6,89.3,94.8,52.7,86.2,1.1,1.2,2591.0
N12345-2026-06-06-01,ENG-001,N12345,2026-06-06,cruise,933.1,17.0,90.1,96.4,56.2,92.9,0.8,1.0,2497.4
N12345-2026-06-06-01,ENG-002,N12345,2026-06-06,cruise,892.7,57.7,90.4,96.5,57.4,88.1,0.8,1.2,2453.3
N67890-2026-06-06-01,ENG-003,N67890,2026-06-06,cruise,851.2,50.2,88.2,94.4,50.4,89.1,1.1,4.1,2625.1
N67890-2026-06-06-01,ENG-004,N67890,2026-06-06,cruise,847.6,55.6,89.6,94.9,52.4,89.4,1.0,1.0,2677.8
N12345-2026-06-07-01,ENG-001,N12345,2026-06-07,cruise,932.8,16.8,91.9,95.2,56.7,91.2,1.0,1.4,2502.5
N12345-2026-06-07-01,ENG-002,N12345,2026-06-07,cruise,894.6,57.8,91.1,95.3,58.1,88.7,1.0,1.0,2427.6
N67890-2026-06-07-01,ENG-003,N67890,2026-06-07,cruise,853.0,51.2,88.8,93.7,55.2,88.9,1.0,4.1,2661.2
N67890-2026-06-07-01,ENG-004,N67890,2026-06-07,cruise,847.1,51.6,88.6,93.3,56.7,85.0,0.9,1.3,2686.5
N12345-2026-06-08-01,ENG-001,N12345,2026-06-08,cruise,933.9,16.6,90.1,95.7,57.7,88.0,1.3,1.3,2474.2
N12345-2026-06-08-01,ENG-002,N12345,2026-06-08,cruise,892.9,55.5,91.3,95.3,57.4,86.2,0.8,0.9,2451.2
N67890-2026-06-08-01,ENG-003,N67890,2026-06-08,cruise,848.6,48.5,88.7,93.7,51.1,88.2,0.9,4.1,2626.2
N67890-2026-06-08-01,ENG-004,N67890,2026-06-08,cruise,844.4,52.0,88.3,93.9,53.9,84.0,1.1,1.6,2609.8
N12345-2026-06-09-01,ENG-001,N12345,2026-06-09,cruise,934.1,16.3,90.9,95.6,60.7,92.9,1.0,1.0,2507.8
N12345-2026-06-09-01,ENG-002,N12345,2026-06-09,cruise,892.6,55.5,91.5,96.8,56.8,89.3,0.8,1.0,2520.9
N67890-2026-06-09-01,ENG-003,N67890,2026-06-09,cruise,852.4,51.1,89.2,93.4,52.7,90.6,1.0,4.2,2592.7
N67890-2026-06-09-01,ENG-004,N67890,2026-06-09,cruise,847.6,53.4,88.2,94.0,53.2,85.9,1.1,1.6,2679.0
N12345-2026-06-10-01,ENG-001,N12345,2026-06-10,cruise,933.6,16.1,90.3,96.7,57.2,89.2,0.9,1.1,2557.3
N12345-2026-06-10-01,ENG-002,N12345,2026-06-10,cruise,892.2,55.8,90.9,97.0,60.8,87.7,1.1,1.4,2470.9
N67890-2026-06-10-01,ENG-003,N67890,2026-06-10,cruise,853.1,46.7,88.4,93.9,55.4,90.2,1.4,4.2,2597.9
N67890-2026-06-10-01,ENG-004,N67890,2026-06-10,cruise,844.8,48.7,88.8,94.8,54.5,87.3,1.1,1.5,2586.4
N12345-2026-06-11-01,ENG-001,N12345,2026-06-11,cruise,933.5,15.9,90.8,96.1,55.3,92.0,1.2,1.1,2507.1
N12345-2026-06-11-01,ENG-002,N12345,2026-06-11,cruise,895.4,50.0,90.5,96.9,61.0,88.8,1.0,1.3,2470.1
N67890-2026-06-11-01,ENG-003,N67890,2026-06-11,cruise,848.0,47.0,88.6,95.0,53.0,85.4,1.2,4.2,2659.7
N67890-2026-06-11-01,ENG-004,N67890,2026-06-11,cruise,848.2,53.0,89.0,94.4,52.7,87.1,1.0,1.5,2589.5
N12345-2026-06-12-01,ENG-001,N12345,2026-06-12,cruise,933.4,15.7,90.6,96.8,55.8,88.0,0.9,1.2,2549.5
N12345-2026-06-12-01,ENG-002,N12345,2026-06-12,cruise,896.8,54.2,91.9,96.0,60.6,87.1,0.7,1.3,2485.2
N67890-2026-06-12-01,ENG-003,N67890,2026-06-12,cruise,847.8,48.4,89.4,94.4,55.2,85.6,1.1,4.3,2688.8
N67890-2026-06-12-01,ENG-004,N67890,2026-06-12,cruise,851.9,51.0,89.0,93.7,57.5,84.6,0.8,1.1,2592.6
N12345-2026-06-13-01,ENG-001,N12345,2026-06-13,cruise,935.3,15.5,91.2,96.7,58.2,90.2,1.0,1.4,2453.7
N12345-2026-06-13-01,ENG-002,N12345,2026-06-13,cruise,895.5,56.6,91.8,96.0,57.9,88.2,1.1,1.3,2491.7
N67890-2026-06-13-01,ENG-003,N67890,2026-06-13,cruise,851.7,46.2,89.6,93.4,54.6,90.1,0.9,4.3,2617.2
N67890-2026-06-13-01,ENG-004,N67890,2026-06-13,cruise,850.3,48.6,89.4,94.6,52.5,88.6,1.2,1.0,2582.9
N12345-2026-06-14-01,ENG-001,N12345,2026-06-14,cruise,935.3,15.3,91.0,95.1,55.7,88.5,0.7,1.3,2530.5
N12345-2026-06-14-01,ENG-002,N12345,2026-06-14,cruise,894.5,51.6,91.8,95.4,58.1,86.5,1.1,1.4,2533.9
N67890-2026-06-14-01,ENG-003,N67890,2026-06-14,cruise,852.7,51.8,88.5,94.1,52.1,85.6,1.1,4.3,2591.7
N67890-2026-06-14-01,ENG-004,N67890,2026-06-14,cruise,849.7,50.3,89.8,94.1,57.8,84.6,0.8,1.3,2654.9
N12345-2026-06-15-01,ENG-001,N12345,2026-06-15,cruise,934.6,15.1,91.2,95.9,60.7,88.1,0.9,1.1,2465.7
N12345-2026-06-15-01,ENG-002,N12345,2026-06-15,cruise,897.4,57.9,90.2,95.2,56.8,90.6,1.0,1.1,2424.9
N67890-2026-06-15-01,ENG-003,N67890,2026-06-15,cruise,852.7,50.8,88.6,95.0,52.0,87.7,1.1,4.4,2624.9
N67890-2026-06-15-01,ENG-004,N67890,2026-06-15,cruise,844.6,48.6,89.7,94.0,56.1,85.1,1.3,1.3,2582.6
N12345-2026-06-16-01,ENG-001,N12345,2026-06-16,cruise,935.0,14.9,91.3,95.2,55.9,89.4,1.1,1.0,2551.0
N12345-2026-06-16-01,ENG-002,N12345,2026-06-16,cruise,891.3,57.8,90.7,96.2,61.9,86.7,1.1,1.2,2453.4
N67890-2026-06-16-01,ENG-003,N67890,2026-06-16,cruise,848.8,52.3,89.3,93.8,54.3,87.9,1.2,4.4,2638.5
N67890-2026-06-16-01,ENG-004,N67890,2026-06-16,cruise,847.7,54.1,88.2,93.5,55.0,87.8,0.8,1.1,2576.3
N12345-2026-06-17-01,ENG-001,N12345,2026-06-17,cruise,934.4,14.7,91.4,96.9,57.3,91.1,0.8,1.3,2451.6
N12345-2026-06-17-01,ENG-002,N12345,2026-06-17,cruise,899.9,56.1,91.6,95.4,60.0,88.9,0.8,1.0,2523.2
N67890-2026-06-17-01,ENG-003,N67890,2026-06-17,cruise,845.5,49.4,89.8,93.8,53.3,86.9,1.0,4.5,2645.2
N67890-2026-06-17-01,ENG-004,N67890,2026-06-17,cruise,851.8,54.9,88.6,94.4,54.9,84.8,1.1,1.3,2583.1
N12345-2026-06-18-01,ENG-001,N12345,2026-06-18,cruise,935.9,14.5,91.3,96.4,58.4,89.9,1.2,1.2,2487.0
N12345-2026-06-18-01,ENG-002,N12345,2026-06-18,cruise,896.9,54.9,90.7,97.0,57.9,86.2,0.6,1.3,2461.9
N67890-2026-06-18-01,ENG-003,N67890,2026-06-18,cruise,854.6,48.7,88.2,93.7,54.5,87.1,1.0,4.5,2669.3
N67890-2026-06-18-01,ENG-004,N67890,2026-06-18,cruise,850.3,52.7,89.8,93.1,53.8,86.0,0.7,1.2,2625.3
N12345-2026-06-19-01,ENG-001,N12345,2026-06-19,cruise,936.4,14.3,91.1,96.8,56.6,91.2,1.1,1.5,2485.3
N12345-2026-06-19-01,ENG-002,N12345,2026-06-19,cruise,897.0,56.5,90.2,96.4,58.0,89.0,1.1,1.0,2493.8
N67890-2026-06-19-01,ENG-003,N67890,2026-06-19,cruise,850.5,52.8,89.6,94.7,52.2,88.2,1.0,4.5,2595.7
N67890-2026-06-19-01,ENG-004,N67890,2026-06-19,cruise,843.8,49.8,89.5,93.2,57.1,84.6,0.9,1.0,2666.1
N12345-2026-06-20-01,ENG-001,N12345,2026-06-20,cruise,935.9,14.1,90.4,96.6,58.9,88.8,1.2,1.2,2504.8
N12345-2026-06-20-01,ENG-002,N12345,2026-06-20,cruise,898.2,55.0,90.9,96.5,57.1,86.1,1.0,1.3,2489.2
N67890-2026-06-20-01,ENG-003,N67890,2026-06-20,cruise,846.8,49.7,89.9,94.1,51.3,88.7,1.3,4.6,2642.0
N67890-2026-06-20-01,ENG-004,N67890,2026-06-20,cruise,847.8,52.2,88.7,93.3,52.9,88.1,0.9,1.3,2608.2
N12345-2026-06-21-01,ENG-001,N12345,2026-06-21,cruise,936.8,13.9,90.1,95.4,57.5,91.9,1.1,1.1,2512.1
N12345-2026-06-21-01,ENG-002,N12345,2026-06-21,cruise,896.0,51.5,90.5,96.7,58.8,89.4,0.9,1.2,2424.4
N67890-2026-06-21-01,ENG-003,N67890,2026-06-21,cruise,852.4,52.4,89.3,93.4,51.0,90.1,1.4,4.6,2648.3
N67890-2026-06-21-01,ENG-004,N67890,2026-06-21,cruise,852.5,48.7,89.2,94.7,57.4,86.4,0.9,1.4,2580.8
N12345-2026-06-22-01,ENG-001,N12345,2026-06-22,cruise,937.2,13.7,91.4,95.3,55.7,91.4,1.3,1.2,2539.5
N12345-2026-06-22-01,ENG-002,N12345,2026-06-22,cruise,893.3,52.0,91.8,95.5,56.7,90.8,0.8,1.2,2466.8
N67890-2026-06-22-01,ENG-003,N67890,2026-06-22,cruise,851.9,47.2,88.4,94.9,54.5,87.6,1.0,4.6,2660.7
N67890-2026-06-22-01,ENG-004,N67890,2026-06-22,cruise,847.8,55.6,88.6,93.8,56.1,89.8,1.2,1.6,2613.6
N12345-2026-06-23-01,ENG-001,N12345,2026-06-23,cruise,937.0,13.4,91.6,95.0,60.8,90.6,1.2,1.3,2552.9
N12345-2026-06-23-01,ENG-002,N12345,2026-06-23,cruise,895.1,51.9,91.1,95.6,61.8,88.2,1.1,0.9,2524.0
N67890-2026-06-23-01,ENG-003,N67890,2026-06-23,cruise,851.7,49.1,90.0,93.5,55.1,85.5,1.3,4.7,2618.3
N67890-2026-06-23-01,ENG-004,N67890,2026-06-23,cruise,851.1,55.3,89.3,94.8,56.6,86.4,0.7,1.5,2668.8
N12345-2026-06-24-01,ENG-001,N12345,2026-06-24,cruise,937.7,13.2,90.9,95.8,60.0,91.3,1.2,1.4,2538.9
N12345-2026-06-24-01,ENG-002,N12345,2026-06-24,cruise,894.4,52.8,91.2,96.6,60.4,88.7,0.6,0.8,2497.0
N67890-2026-06-24-01,ENG-003,N67890,2026-06-24,cruise,847.0,49.2,89.3,93.6,53.8,85.5,0.9,4.7,2652.0
N67890-2026-06-24-01,ENG-004,N67890,2026-06-24,cruise,844.9,54.1,89.7,94.4,56.8,85.9,1.0,1.4,2601.3
N12345-2026-06-25-01,ENG-001,N12345,2026-06-25,cruise,937.4,13.0,91.7,96.6,56.2,89.5,0.8,1.4,2553.4
N12345-2026-06-25-01,ENG-002,N12345,2026-06-25,cruise,892.3,57.6,91.8,96.3,59.8,91.4,1.2,0.9,2504.2
N67890-2026-06-25-01,ENG-003,N67890,2026-06-25,cruise,850.7,48.1,88.2,93.7,51.0,90.7,0.9,4.7,2676.2
N67890-2026-06-25-01,ENG-004,N67890,2026-06-25,cruise,849.3,51.6,89.3,93.2,56.3,85.1,1.2,1.5,2604.6
N12345-2026-06-26-01,ENG-001,N12345,2026-06-26,cruise,937.2,12.8,90.3,96.7,58.6,93.0,0.9,1.3,2490.2
N12345-2026-06-26-01,ENG-002,N12345,2026-06-26,cruise,896.0,52.3,90.5,96.2,61.4,88.2,1.0,1.1,2421.2
N67890-2026-06-26-01,ENG-003,N67890,2026-06-26,cruise,851.8,51.5,89.4,94.4,50.8,89.4,1.0,4.8,2601.4
N67890-2026-06-26-01,ENG-004,N67890,2026-06-26,cruise,851.2,49.9,89.8,95.0,57.6,89.8,1.1,1.4,2575.5
N12345-2026-06-27-01,ENG-001,N12345,2026-06-27,cruise,936.9,12.6,91.2,95.6,57.4,89.2,1.3,1.2,2509.7
N12345-2026-06-27-01,ENG-002,N12345,2026-06-27,cruise,897.9,57.4,91.8,95.3,57.9,89.2,0.7,0.9,2425.3
N67890-2026-06-27-01,ENG-003,N67890,2026-06-27,cruise,847.7,52.0,89.9,93.6,50.8,90.3,1.2,4.8,2681.4
N67890-2026-06-27-01,ENG-004,N67890,2026-06-27,cruise,849.5,55.1,88.6,95.0,56.6,84.9,1.2,1.4,2665.8
N12345-2026-06-28-01,ENG-001,N12345,2026-06-28,cruise,936.7,12.4,90.3,95.5,55.2,88.6,1.1,1.2,2559.4
N12345-2026-06-28-01,ENG-002,N12345,2026-06-28,cruise,891.7,52.9,91.4,96.0,59.0,91.1,1.1,0.9,2431.2
N67890-2026-06-28-01,ENG-003,N67890,2026-06-28,cruise,851.9,50.1,88.5,94.8,55.2,88.5,1.2,4.8,2706.6
N67890-2026-06-28-01,ENG-004,N67890,2026-06-28,cruise,847.9,51.3,88.2,94.5,56.1,89.3,0.7,1.4,2651.7
N12345-2026-06-29-01,ENG-001,N12345,2026-06-29,cruise,937.6,12.2,91.2,96.9,60.0,87.9,0.7,1.4,2519.1
N12345-2026-06-29-01,ENG-002,N12345,2026-06-29,cruise,897.3,54.8,90.0,96.9,59.9,91.7,0.8,1.2,2508.1
N67890-2026-06-29-01,ENG-003,N67890,2026-06-29,cruise,848.8,46.4,89.3,93.6,55.7,85.3,0.8,4.9,2704.2
N67890-2026-06-29-01,ENG-004,N67890,2026-06-29,cruise,848.7,49.4,89.9,94.7,52.5,89.1,0.8,1.5,2604.2
N12345-2026-06-30-01,ENG-001,N12345,2026-06-30,cruise,938.5,12.0,91.3,95.2,57.9,89.6,1.2,1.1,2522.2
N12345-2026-06-30-01,ENG-002,N12345,2026-06-30,cruise,899.2,56.7,91.0,96.0,61.3,88.9,0.9,1.1,2510.8
N67890-2026-06-30-01,ENG-003,N67890,2026-06-30,cruise,849.0,49.4,88.1,93.7,54.9,87.8,0.9,4.9,2672.3
N67890-2026-06-30-01,ENG-004,N67890,2026-06-30,cruise,850.8,53.0,89.0,93.6,54.6,89.4,1.0,1.1,2585.3
